RAP	MSU
Os01g0342750	LOC_Os01g24010
Os01g0342700	LOC_Os01g24010
Os01g0343200	LOC_Os01g24060
Os01g0343300	LOC_Os01g24070
Os01g0343500	LOC_Os01g24090
None	LOC_Os01g24460
Os01g0347000	LOC_Os01g24470
Os01g0347600	LOC_Os01g24560
None	LOC_Os01g24570
Os01g0348600	LOC_Os01g24680
Os01g0348700	LOC_Os01g24690
Os01g0349400	LOC_Os01g24750
Os01g0349800	LOC_Os01g24780
Os01g0350200	LOC_Os01g24810
Os01g0350300	LOC_Os01g24820
Os01g0350900	LOC_Os01g24880
Os01g0351100	LOC_Os01g24920
Os01g0351200	LOC_Os01g24940
Os01g0351300	LOC_Os01g24950
Os01g0351800	LOC_Os01g24980
Os01g0352100	LOC_Os01g25010
None	LOC_Os01g25065
Os01g0353400	LOC_Os01g25100
Os01g0353600	LOC_Os01g25110
Os01g0354200	LOC_Os01g25189
Os01g0354700	LOC_Os01g25240
Os01g0355500	LOC_Os01g25320
Os01g0355800	LOC_Os01g25360
Os01g0355900	LOC_Os01g25370
Os01g0356400	LOC_Os01g25386
Os01g0356500	LOC_Os01g25440
Os01g0356800	LOC_Os01g25450
Os01g0356900	LOC_Os01g25460
Os01g0357100	LOC_Os01g25484
Os01g0357400	LOC_Os01g25510
Os01g0358300	LOC_Os01g25600
Os01g0358400	LOC_Os01g25610
Os01g0358700	LOC_Os01g25630
Os01g0359600	LOC_Os01g25740
Os01g0359800	LOC_Os01g25760
Os01g0360200	LOC_Os01g25820
Os01g0360600	LOC_Os01g25880
Os01g0361700	LOC_Os01g26000
Os01g0363300	LOC_Os01g26120
Os01g0363900	LOC_Os01g26160
Os01g0364100	LOC_Os01g26174
Os01g0364400	LOC_Os01g26210
NA	LOC_Os01g26280
Os01g0365000	LOC_Os01g26300
Os01g0366300	LOC_Os01g26390
NA	LOC_Os01g26780
Os01g0367100	LOC_Os01g26920
Os01g0367700	LOC_Os01g27020
Os01g0367900	LOC_Os01g27040
Os01g0368000	LOC_Os01g27050
Os01g0368900	LOC_Os01g27140
Os01g0369000	LOC_Os01g27150
Os01g0369366	LOC_Os01g27160
Os01g0369200	LOC_Os01g27160
Os01g0369300	LOC_Os01g27170
Os01g0369500	LOC_Os01g27190
Os01g0369700	LOC_Os01g27210
Os01g0369900	LOC_Os01g27230
Os01g0370000	LOC_Os01g27240
Os01g0370200	LOC_Os01g27260
Os01g0370900	LOC_Os01g27340
Os01g0371200	LOC_Os01g27360
Os01g0371400	LOC_Os01g27380
Os01g0371500	LOC_Os01g27390
Os01g0372400	LOC_Os01g27480
Os01g0372500	LOC_Os01g27490
Os01g0372700	LOC_Os01g27520
Os01g0374000	LOC_Os01g27630
Os01g0374600	LOC_Os01g27700
Os01g0374900	LOC_Os01g27720
Os01g0375000	LOC_Os01g27730
Os01g0375100	LOC_Os01g27740
Os01g0375200	LOC_Os01g27750
Os01g0376700	LOC_Os01g27880
Os01g0377000	LOC_Os01g27890
Os01g0377500	LOC_Os01g27940
Os01g0377700	LOC_Os01g27990
Os01g0379400	LOC_Os01g28150
Os01g0380800	LOC_Os01g28300
Os01g0382000	LOC_Os01g28450
Os01g0382400	LOC_Os01g28500
Os01g0382700	LOC_Os01g28540
Os01g0383100	LOC_Os01g28600
Os01g0383700	LOC_Os01g28680
Os01g0383900	LOC_Os01g28690
Os01g0384300	LOC_Os01g28730
Os01g0385400	LOC_Os01g28840
Os01g0388000	LOC_Os01g29150
Os01g0388101	LOC_Os01g29150
Os01g0390400	LOC_Os01g29409
Os01g0390600	LOC_Os01g29430
Os01g0390900	LOC_Os01g29469
Os01g0393100	LOC_Os01g29840
Os01g0495900	LOC_Os01g31110
Os01g0496900	LOC_Os01g31220
Os01g0497400	LOC_Os01g31270
Os01g0498300	LOC_Os01g31370
Os01g0499300	LOC_Os01g31470
Os01g0500500	LOC_Os01g31580
Os01g0500900	LOC_Os01g31610
Os01g0501000	LOC_Os01g31629
Os01g0501700	LOC_Os01g31680
Os01g0501800	LOC_Os01g31690
Os01g0502400	LOC_Os01g31770
Os01g0502700	LOC_Os01g31800
Os01g0502800	LOC_Os01g31810
Os01g0503400	LOC_Os01g31870
Os01g0504100	LOC_Os01g31940
Os01g0504500	LOC_Os01g31980
Os01g0505400	LOC_Os01g32080
Os01g0505600	LOC_Os01g32120
Os01g0506200	LOC_Os01g32184
Os01g0507500	LOC_Os01g32300
Os01g0507900	LOC_Os01g32350
Os01g0508000	LOC_Os01g32364
Os01g0508500	LOC_Os01g32460
Os01g0510100	LOC_Os01g32660
Os01g0510600	LOC_Os01g32730
Os01g0510800	LOC_Os01g32750
Os01g0511000	LOC_Os01g32770
Os01g0511100	LOC_Os01g32780
Os01g0511200	LOC_Os01g32790
Os01g0511300	LOC_Os01g32800
Os01g0512100	LOC_Os01g32870
Os01g0512200	LOC_Os01g32880
Os01g0512700	LOC_Os01g32920
Os01g0512800	LOC_Os01g32930
Os01g0513100	LOC_Os01g32964
Os01g0513200	LOC_Os01g32980
Os01g0513700	LOC_Os01g33020
Os01g0513800	LOC_Os01g33030
Os01g0513900	LOC_Os01g33040
Os01g0514000	LOC_Os01g33050
Os01g0514300	LOC_Os01g33060
Os01g0514450	LOC_Os01g33070
Os01g0514600	LOC_Os01g33080
Os01g0514700	LOC_Os01g33090
Os01g0515300	LOC_Os01g33110
Os01g0516200	LOC_Os01g33160
Os01g0516700	LOC_Os01g33230
Os01g0517500	LOC_Os01g33300
Os01g0517900	LOC_Os01g33360
Os01g0517850	LOC_Os01g33360
Os01g0518500	LOC_Os01g33420
None	LOC_Os01g33520
Os01g0520600	LOC_Os01g33684
Os01g0521400	LOC_Os01g33784
Os01g0521500	LOC_Os01g33800
Os01g0521600	LOC_Os01g33810
Os01g0523100	LOC_Os01g33950
Os01g0524500	LOC_Os01g34060
Os01g0526100	LOC_Os01g34190
Os01g0526200	LOC_Os01g34200
Os01g0527600	LOC_Os01g34350
Os01g0527700	LOC_Os01g34390
None	LOC_Os01g34430
Os01g0528800	LOC_Os01g34480
Os01g0529800	LOC_Os01g34560
Os01g0530366	LOC_Os01g34614
Os01g0530400	LOC_Os01g34620
Os01g0531400	LOC_Os01g34690
Os01g0531500	LOC_Os01g34700
Os01g0532200	LOC_Os01g34780
Os01g0532600	LOC_Os01g34850
Os01g0532800	LOC_Os01g34870
Os01g0533000	LOC_Os01g34880
Os01g0533100	LOC_Os01g34890
Os01g0533400	LOC_Os01g34920
Os01g0533900	LOC_Os01g34970
Os01g0534700	LOC_Os01g35030
Os01g0534800	LOC_Os01g35040
Os01g0534900	LOC_Os01g35050
Os01g0535400	LOC_Os01g35160
Os01g0535900	LOC_Os01g35170
Os01g0536000	LOC_Os01g35184
Os01g0540300	LOC_Os01g35850
Os01g0541800	LOC_Os01g36070
Os01g0541900	LOC_Os01g36080
Os01g0542000	LOC_Os01g36090
Os01g0543100	LOC_Os01g36240
Os01g0543600	LOC_Os01g36294
Os01g0544450	LOC_Os01g36390
Os01g0545100	LOC_Os01g36460
Os01g0545500	LOC_Os01g36500
Os01g0546000	LOC_Os01g36550
Os01g0546250	LOC_Os01g36570
Os01g0546500	LOC_Os01g36600
Os01g0546800	LOC_Os01g36620
Os01g0546900	LOC_Os01g36630
Os01g0547600	LOC_Os01g36720
Os01g0548600	LOC_Os01g36790
Os01g0548750	LOC_Os01g36790
Os01g0549000	LOC_Os01g36830
Os01g0549200	LOC_Os01g36840
Os01g0549400	LOC_Os01g36860
Os01g0549500	LOC_Os01g36870
Os01g0549700	LOC_Os01g36890
Os01g0550000	LOC_Os01g36920
Os01g0550100	LOC_Os01g36930
Os01g0550300	LOC_Os01g36950
Os01g0551100	LOC_Os01g37050
Os01g0551400	LOC_Os01g37090
Os01g0551600	LOC_Os01g37100
Os01g0551700	LOC_Os01g37100
Os01g0551800	LOC_Os01g37110
Os01g0551900	LOC_Os01g37120
Os01g0552300	LOC_Os01g37130
Os01g0553400	LOC_Os01g37260
Os01g0555200	LOC_Os01g37470
Os01g0555300	LOC_Os01g37480
Os01g0555600	LOC_Os01g37490
Os01g0555800	LOC_Os01g37510
Os01g0556400	LOC_Os01g37560
Os01g0556700	LOC_Os01g37590
Os01g0557100	LOC_Os01g37630
Os01g0557200	LOC_Os01g37650
Os01g0557400	LOC_Os01g37670
Os01g0557500	LOC_Os01g37690
Os01g0558100	LOC_Os01g37750
Os01g0558200	LOC_Os01g37760
Os01g0558300	LOC_Os01g37770
Os01g0558600	LOC_Os01g37800
Os01g0558850	LOC_Os01g37825
Os01g0558900	LOC_Os01g37825
Os01g0559000	LOC_Os01g37832
Os01g0559100	LOC_Os01g37837
Os01g0559600	LOC_Os01g37910
Os01g0560000	LOC_Os01g37960
Os01g0560200	LOC_Os01g37980
None	LOC_Os01g37990
Os01g0561600	LOC_Os01g38110
Os01g0562400	LOC_Os01g38180
Os01g0563000	LOC_Os01g38229
Os01g0565600	LOC_Os01g38480
Os01g0565900	LOC_Os01g38510
Os01g0566100	LOC_Os01g38530
Os01g0566500	LOC_Os01g38580
Os01g0566800	LOC_Os01g38610
Os01g0566701	LOC_Os01g38610
Os01g0566900	LOC_Os01g38620
Os01g0567500	LOC_Os01g38670
Os01g0567600	LOC_Os01g38680
Os01g0568800	LOC_Os01g38840
Os01g0568400	LOC_Os01g38900
Os01g0570500	LOC_Os01g38950
Os01g0570700	LOC_Os01g38970
Os01g0570800	LOC_Os01g38980
Os01g0571000	LOC_Os01g38990
Os01g0571200	LOC_Os01g39010
Os01g0571300	LOC_Os01g39020
Os01g0572300	LOC_Os01g39110
Os01g0572700	LOC_Os01g39134
Os01g0574400	LOC_Os01g39250
Os01g0574500	LOC_Os01g39260
Os01g0574600	LOC_Os01g39270
None	LOC_Os01g39280
Os01g0575000	LOC_Os01g39310
Os01g0575500	LOC_Os01g39380
Os01g0577300	LOC_Os01g39580
Os01g0577600	LOC_Os01g39600
Os01g0578000	LOC_Os01g39630
Os01g0578200	LOC_Os01g39650
Os01g0579600	LOC_Os01g39770
Os01g0579900	LOC_Os01g39790
Os01g0580000	LOC_Os01g39800
Os01g0580100	LOC_Os01g39810
Os01g0580200	LOC_Os01g39830
Os01g0580400	LOC_Os01g39850
Os01g0581300	LOC_Os01g39960
Os01g0581400	LOC_Os01g39970
Os01g0582400	LOC_Os01g40050
Os01g0582600	LOC_Os01g40070
Os01g0583100	LOC_Os01g40094
Os01g0583200	LOC_Os01g40110
Os01g0583600	LOC_Os01g40140
Os01g0583700	LOC_Os01g40150
Os01g0584800	LOC_Os01g40250
Os01g0585100	LOC_Os01g40280
Os01g0585300	LOC_Os01g40310
Os01g0585600	LOC_Os01g40330
Os01g0585700	LOC_Os01g40340
Os01g0586400	LOC_Os01g40400
Os01g0586500	LOC_Os01g40410
Os01g0587000	LOC_Os01g40470
Os01g0587300	LOC_Os01g40480
Os01g0587400	LOC_Os01g40499
Os01g0588200	LOC_Os01g40570
Os01g0588400	LOC_Os01g40580
Os01g0588500	LOC_Os01g40590
Os01g0588600	LOC_Os01g40600
Os01g0588700	LOC_Os01g40610
Os01g0588900	LOC_Os01g40630
Os01g0589200	LOC_Os01g40660
Os01g0589300	LOC_Os01g40670
Os01g0589400	LOC_Os01g40680
Os01g0589700	LOC_Os01g40700
Os01g0589800	LOC_Os01g40710
Os01g0590900	LOC_Os01g40840
Os01g0591000	LOC_Os01g40860
Os01g0591300	LOC_Os01g40870
Os01g0592800	LOC_Os01g40970
Os01g0592900	LOC_Os01g40980
Os01g0593000	LOC_Os01g40990
Os01g0593500	LOC_Os01g41030
Os01g0593600	LOC_Os01g41040
Os01g0593700	LOC_Os01g41050
Os01g0594800	LOC_Os01g41160
Os01g0595100	LOC_Os01g41190
Os01g0595201	LOC_Os01g41200
Os01g0595400	LOC_Os01g41220
Os01g0596100	LOC_Os01g41290
Os01g0597400	LOC_Os01g41400
Os01g0597600	LOC_Os01g41420
Os01g0597800	LOC_Os01g41430
Os01g0598000	LOC_Os01g41450
Os01g0598200	LOC_Os01g41510
Os01g0598600	LOC_Os01g41550
Os01g0598900	LOC_Os01g41565
Os01g0599900	LOC_Os01g41600
Os01g0600000	LOC_Os01g41610
Os01g0600200	LOC_Os01g41630
Os01g0600900	LOC_Os01g41710
Os01g0601200	LOC_Os01g41730
Os01g0601625	LOC_Os01g41750
Os01g0601675	LOC_Os01g41770
Os01g0601700	LOC_Os01g41780
Os01g0602200	LOC_Os01g41800
Os01g0602400	LOC_Os01g41810
Os01g0602500	LOC_Os01g41820
Os01g0602800	LOC_Os01g41870
Os01g0603000	LOC_Os01g41880
Os01g0603500	LOC_Os01g41910
Os01g0604500	LOC_Os01g41990
Os01g0604700	LOC_Os01g42010
Os01g0605100	LOC_Os01g42030
Os01g0605300	LOC_Os01g42040
None	LOC_Os01g42050
Os01g0605400	LOC_Os01g42060
Os01g0605500	LOC_Os01g42070
Os01g0605600	LOC_Os01g42080
Os01g0605650	LOC_Os01g42080
Os01g0605700	LOC_Os01g42090
Os01g0606000	LOC_Os01g42110
Os01g0606900	LOC_Os01g42190
Os01g0607100	LOC_Os01g42210
Os01g0607200	LOC_Os01g42234
NA	LOC_Os01g42250
Os01g0607400	LOC_Os01g42260
Os01g0607600	LOC_Os01g42270
Os01g0607900	LOC_Os01g42294
Os01g0608300	LOC_Os01g42320
Os01g0609000	LOC_Os01g42350
Os01g0609200	LOC_Os01g42370
Os01g0609300	LOC_Os01g42380
None	LOC_Os01g42400
Os01g0609900	LOC_Os01g42410
Os01g0610100	LOC_Os01g42430
Os01g0610400	LOC_Os01g42470
Os01g0610500	LOC_Os01g42480
Os01g0610600	LOC_Os01g42490
Os01g0611000	LOC_Os01g42520
NA	LOC_Os01g42530
Os01g0611900	LOC_Os01g42620
Os01g0612000	LOC_Os01g42630
None	LOC_Os01g42640
Os01g0612200	LOC_Os01g42650
Os01g0612900	LOC_Os01g42730
None	LOC_Os01g42740
Os01g0613100	LOC_Os01g42760
Os01g0613300	LOC_Os01g42770
Os01g0613900	LOC_Os01g42800
Os01g0614500	LOC_Os01g42820
Os01g0614700	LOC_Os01g42830
Os01g0614900	LOC_Os01g42850
Os01g0615500	LOC_Os01g42900
Os01g0616100	LOC_Os01g42950
Os01g0616500	LOC_Os01g42980
Os01g0616900	LOC_Os01g43020
Os01g0617500	LOC_Os01g43030
Os01g0617600	LOC_Os01g43040
Os01g0617650	LOC_Os01g43040
Os01g0617700	LOC_Os01g43050
Os01g0617800	LOC_Os01g43060
Os01g0617900	LOC_Os01g43070
Os01g0618100	LOC_Os01g43090
Os01g0618200	LOC_Os01g43100
Os01g0618400	LOC_Os01g43120
Os01g0618500	LOC_Os01g43130
Os01g0618800	LOC_Os01g43150
Os01g0618900	LOC_Os01g43160
Os01g0619000	LOC_Os01g43170
None	LOC_Os01g43180
Os01g0619800	LOC_Os01g43220
Os01g0620100	LOC_Os01g43250
None	LOC_Os01g43270
Os01g0620800	LOC_Os01g43280
Os01g0621200	LOC_Os01g43320
Os01g0621300	LOC_Os01g43330
Os01g0621600	LOC_Os01g43350
Os01g0622000	LOC_Os01g43380
Os01g0622300	LOC_Os01g43390
Os01g0622600	LOC_Os01g43410
Os01g0622700	LOC_Os01g43420
Os01g0623000	LOC_Os01g43440
Os01g0623200	LOC_Os01g43460
Os01g0623500	LOC_Os01g43480
Os01g0623550	LOC_Os01g43490
Os01g0623600	LOC_Os01g43490
Os01g0624400	LOC_Os01g43530
Os01g0624500	LOC_Os01g43540
Os01g0624700	LOC_Os01g43550
Os01g0625200	LOC_Os01g43580
Os01g0625300	LOC_Os01g43590
Os01g0626100	LOC_Os01g43630
Os01g0626200	LOC_Os01g43630
Os01g0626400	LOC_Os01g43650
Os01g0626900	LOC_Os01g43680
Os01g0627400	LOC_Os01g43700
Os01g0627500	LOC_Os01g43710
Os01g0627600	LOC_Os01g43720
Os01g0627800	LOC_Os01g43740
Os01g0627900	LOC_Os01g43750
Os01g0627933	LOC_Os01g43760
Os01g0628000	LOC_Os01g43774
Os01g0628700	LOC_Os01g43844
Os01g0628900	LOC_Os01g43851
Os01g0629400	LOC_Os01g43870
Os01g0629600	LOC_Os01g43890
Os01g0629900	LOC_Os01g43910
Os01g0630200	LOC_Os01g43940
Os01g0631200	LOC_Os01g44050
Os01g0631400	LOC_Os01g44069
Os01g0631500	LOC_Os01g44090
Os01g0631700	LOC_Os01g44110
Os01g0631900	LOC_Os01g44130
Os01g0633000	LOC_Os01g44210
Os01g0633100	LOC_Os01g44220
Os01g0633200	LOC_Os01g44230
Os01g0633500	LOC_Os01g44260
Os01g0634500	LOC_Os01g44330
Os01g0634600	LOC_Os01g44340
Os01g0635400	LOC_Os01g44394
Os01g0635550	LOC_Os01g44430
Os01g0635600	LOC_Os01g44430
Os01g0636400	LOC_Os01g44960
Os01g0636500	LOC_Os01g44970
Os01g0636600	LOC_Os01g44980
Os01g0636700	LOC_Os01g44990
Os01g0637500	LOC_Os01g45060
Os01g0637600	LOC_Os01g45070
Os01g0638000	LOC_Os01g45110
Os01g0638600	LOC_Os01g45140
Os01g0639100	LOC_Os01g45190
Os01g0639200	LOC_Os01g45200
Os01g0639900	LOC_Os01g45274
Os01g0640700	LOC_Os01g45360
Os01g0640800	LOC_Os01g45370
Os01g0641000	LOC_Os01g45380
Os01g0641100	LOC_Os01g45390
None	LOC_Os01g45400
Os01g0641700	LOC_Os01g45439
Os01g0641800	LOC_Os01g45450
Os01g0642000	LOC_Os01g45460
Os01g0642600	LOC_Os01g45510
Os01g0642801	LOC_Os01g45520
Os01g0642700	LOC_Os01g45520
Os01g0642900	LOC_Os01g45530
Os01g0643300	LOC_Os01g45550
Os01g0643600	LOC_Os01g45570
Os01g0643800	LOC_Os01g45620
Os01g0645200	LOC_Os01g45750
Os01g0645400	LOC_Os01g45760
Os01g0647100	LOC_Os01g45910
Os01g0647700	LOC_Os01g45960
Os01g0648000	LOC_Os01g45990
Os01g0648500	LOC_Os01g46020
Os01g0648600	LOC_Os01g46030
Os01g0649100	LOC_Os01g46070
Os01g0649200	LOC_Os01g46080
Os01g0651100	LOC_Os01g46230
NA	LOC_Os01g46240
Os01g0651200	LOC_Os01g46250
Os01g0651800	LOC_Os01g46290
Os01g0652100	LOC_Os01g46350
Os01g0652600	LOC_Os01g46380
Os01g0653800	LOC_Os01g46510
Os01g0654100	LOC_Os01g46570
Os01g0654300	LOC_Os01g46580
Os01g0654450	LOC_Os01g46580
Os01g0654500	LOC_Os01g46610
Os01g0655250	LOC_Os01g46700
Os01g0655300	LOC_Os01g46700
Os01g0655500	LOC_Os01g46720
Os01g0655800	LOC_Os01g46750
Os01g0656200	LOC_Os01g46760
Os01g0656400	LOC_Os01g46800
Os01g0657100	LOC_Os01g46860
Os01g0657400	LOC_Os01g46870
Os01g0658400	LOC_Os01g46926
Os01g0658500	LOC_Os01g46932
Os01g0658600	LOC_Os01g46940
Os01g0658700	LOC_Os01g46950
Os01g0658900	LOC_Os01g46970
Os01g0659200	LOC_Os01g46980
Os01g0659800	LOC_Os01g47040
Os01g0659900	LOC_Os01g47050
Os01g0660200	LOC_Os01g47070
Os01g0660300	LOC_Os01g47080
Os01g0660500	LOC_Os01g47100
Os01g0660800	LOC_Os01g47180
Os01g0661400	LOC_Os01g47256
Os01g0662300	LOC_Os01g47330
Os01g0662600	LOC_Os01g47340
Os01g0662700	LOC_Os01g47350
Os01g0662800	LOC_Os01g47360
Os01g0663300	LOC_Os01g47400
Os01g0663400	LOC_Os01g47410
Os01g0663500	LOC_Os01g47420
Os01g0664000	LOC_Os01g47450
Os01g0664200	LOC_Os01g47470
Os01g0664500	LOC_Os01g47490
Os01g0665200	LOC_Os01g47530
Os01g0665300	LOC_Os01g47540
Os01g0665400	LOC_Os01g47550
Os01g0666000	LOC_Os01g47580
Os01g0666200	LOC_Os01g47600
Os01g0666400	LOC_Os01g47610
Os01g0666600	LOC_Os01g47630
Os01g0666800	LOC_Os01g47650
Os01g0666900	LOC_Os01g47660
Os01g0667100	LOC_Os01g47680
Os01g0667200	LOC_Os01g47690
Os01g0667400	LOC_Os01g47710
Os01g0667600	LOC_Os01g47730
Os01g0667700	LOC_Os01g47740
Os01g0667800	LOC_Os01g47750
Os01g0667900	LOC_Os01g47760
Os01g0668000	LOC_Os01g47770
Os01g0668400	LOC_Os01g47810
Os01g0668600	LOC_Os01g47820
Os01g0668901	LOC_Os01g47840
Os01g0669100	LOC_Os01g47900
Os01g0670100	LOC_Os01g48000
Os01g0670300	LOC_Os01g48020
Os01g0670600	LOC_Os01g48040
Os01g0670800	LOC_Os01g48060
Os01g0672201	LOC_Os01g48170
Os01g0672300	LOC_Os01g48180
Os01g0672400	LOC_Os01g48190
Os01g0672500	LOC_Os01g48200
Os01g0672700	LOC_Os01g48210
Os01g0673600	LOC_Os01g48280
Os01g0673800	LOC_Os01g48300
Os01g0674000	LOC_Os01g48320
Os01g0674100	LOC_Os01g48330
Os01g0674500	LOC_Os01g48370
Os01g0674800	LOC_Os01g48390
Os01g0675000	LOC_Os01g48410
Os01g0675100	LOC_Os01g48420
Os01g0675500	LOC_Os01g48440
Os01g0675700	LOC_Os01g48444
Os01g0676200	LOC_Os01g48500
Os01g0677000	LOC_Os01g48540
Os01g0677400	LOC_Os01g48570
Os01g0677450	LOC_Os01g48570
Os01g0678500	LOC_Os01g48680
Os01g0678600	LOC_Os01g48690
Os01g0678700	LOC_Os01g48700
Os01g0679000	LOC_Os01g48720
Os01g0679500	LOC_Os01g48740
Os01g0679600	LOC_Os01g48760
Os01g0679700	LOC_Os01g48770
Os01g0679900	LOC_Os01g48790
Os01g0680200	LOC_Os01g48800
Os01g0680400	LOC_Os01g48810
Os01g0680700	LOC_Os01g48830
Os01g0681100	LOC_Os01g48900
Os01g0681200	LOC_Os01g48910
Os01g0681150	LOC_Os01g48910
Os01g0681400	LOC_Os01g48920
Os01g0681600	LOC_Os01g48930
Os01g0682001	LOC_Os01g48960
Os01g0681900	LOC_Os01g48960
Os01g0682200	LOC_Os01g48980
Os01g0682500	LOC_Os01g48990
Os01g0683100	LOC_Os01g49000
Os01g0683400	LOC_Os01g49010
Os01g0683600	LOC_Os01g49026
Os01g0683700	LOC_Os01g49030
Os01g0684200	LOC_Os01g49060
Os01g0684800	LOC_Os01g49110
Os01g0684900	LOC_Os01g49120
Os01g0685200	LOC_Os01g49150
Os01g0685400	LOC_Os01g49160
Os01g0685500	LOC_Os01g49180
Os01g0685800	LOC_Os01g49190
Os01g0685900	LOC_Os01g49200
Os01g0686000	LOC_Os01g49210
Os01g0686200	LOC_Os01g49230
Os01g0686300	LOC_Os01g49240
Os01g0686400	LOC_Os01g49250
Os01g0686600	LOC_Os01g49270
Os01g0686800	LOC_Os01g49290
Os01g0687400	LOC_Os01g49320
Os01g0687500	LOC_Os01g49330
Os01g0687600	LOC_Os01g49340
Os01g0687700	LOC_Os01g49350
Os01g0687800	LOC_Os01g49360
Os01g0688200	LOC_Os01g49380
Os01g0688900	LOC_Os01g49430
Os01g0689800	LOC_Os01g49510
Os01g0689975	LOC_Os01g49510
Os01g0689900	LOC_Os01g49529
Os01g0690600	LOC_Os01g49580
Os01g0690900	LOC_Os01g49614
Os01g0690800	LOC_Os01g49614
Os01g0691100	LOC_Os01g49640
Os01g0691400	LOC_Os01g49660
Os01g0691500	LOC_Os01g49670
Os01g0691600	LOC_Os01g49680
Os01g0691700	LOC_Os01g49690
Os01g0692000	LOC_Os01g49710
Os01g0692100	LOC_Os01g49720
Os01g0692300	LOC_Os01g49740
Os01g0692600	LOC_Os01g49760
Os01g0692700	LOC_Os01g49770
Os01g0693300	LOC_Os01g49820
Os01g0693400	LOC_Os01g49830
Os01g0693800	LOC_Os01g49890
Os01g0693900	LOC_Os01g49900
Os01g0694000	LOC_Os01g49910
Os01g0694100	LOC_Os01g49920
Os01g0694400	LOC_Os01g49940
Os01g0694300	LOC_Os01g49940
Os01g0694900	LOC_Os01g50010
Os01g0695100	LOC_Os01g50030
Os01g0695300	LOC_Os01g50050
Os01g0695700	LOC_Os01g50070
NA	LOC_Os01g50080
Os01g0695800	LOC_Os01g50100
Os01g0696000	LOC_Os01g50120
Os01g0696600	LOC_Os01g50160
Os01g0696800	LOC_Os01g50170
Os01g0697100	LOC_Os01g50200
Os01g0698100	LOC_Os01g50320
Os01g0698200	LOC_Os01g50330
Os01g0698900	LOC_Os01g50360
Os01g0698850	LOC_Os01g50360
Os01g0699100	LOC_Os01g50370
Os01g0699400	LOC_Os01g50400
Os01g0699500	LOC_Os01g50410
Os01g0699600	LOC_Os01g50420
Os01g0699900	LOC_Os01g50440
Os01g0700100	LOC_Os01g50460
Os01g0700200	LOC_Os01g50470
Os01g0700500	LOC_Os01g50490
NA	LOC_Os01g50530
Os01g0701400	LOC_Os01g50580
Os01g0701500	LOC_Os01g50590
Os01g0701900	LOC_Os01g50616
Os01g0702000	LOC_Os01g50622
Os01g0702300	LOC_Os01g50680
Os01g0702500	LOC_Os01g50700
Os01g0702450	LOC_Os01g50700
Os01g0703400	LOC_Os01g50760
Os01g0703600	LOC_Os01g50770
Os01g0704200	LOC_Os01g50830
Os01g0704300	LOC_Os01g50840
Os01g0704700	LOC_Os01g50860
Os01g0705300	LOC_Os01g50930
Os01g0705500	LOC_Os01g50934
Os01g0706000	LOC_Os01g50960
Os01g0706200	LOC_Os01g50980
Os01g0706266	LOC_Os01g50990
Os01g0706400	LOC_Os01g51010
Os01g0706500	LOC_Os01g51020
Os01g0706700	LOC_Os01g51040
Os01g0707300	LOC_Os01g51120
Os01g0707500	LOC_Os01g51140
Os01g0708000	LOC_Os01g51154
Os01g0708100	LOC_Os01g51170
Os01g0708400	LOC_Os01g51200
Os01g0708500	LOC_Os01g51210
Os01g0708600	LOC_Os01g51220
Os01g0708900	LOC_Os01g51250
Os01g0709000	LOC_Os01g51260
Os01g0709400	LOC_Os01g51280
Os01g0709500	LOC_Os01g51290
Os01g0710000	LOC_Os01g51300
Os01g0710200	LOC_Os01g51320
Os01g0710700	LOC_Os01g51360
Os01g0711000	LOC_Os01g51380
Os01g0711100	LOC_Os01g51390
Os01g0711200	LOC_Os01g51400
Os01g0711400	LOC_Os01g51410
Os01g0711500	LOC_Os01g51420
Os01g0711600	LOC_Os01g51430
Os01g0711800	LOC_Os01g51450
Os01g0712600	LOC_Os01g51530
Os01g0712700	LOC_Os01g51540
Os01g0713200	LOC_Os01g51570
Os01g0713600	LOC_Os01g51610
Os01g0713800	LOC_Os01g51620
None	LOC_Os01g51632
Os01g0713900	LOC_Os01g51634
Os01g0714800	LOC_Os01g51690
Os01g0714900	LOC_Os01g51700
Os01g0715400	LOC_Os01g51754
Os01g0715500	LOC_Os01g51770
Os01g0715600	LOC_Os01g51780
Os01g0715800	LOC_Os01g51800
Os01g0716400	LOC_Os01g51860
Os01g0716500	LOC_Os01g51870
Os01g0716800	LOC_Os01g51890
Os01g0717000	LOC_Os01g51920
Os01g0717400	LOC_Os01g51980
Os01g0717700	LOC_Os01g52010
Os01g0718300	LOC_Os01g52050
Os01g0718700	LOC_Os01g52070
Os01g0719100	LOC_Os01g52110
Os01g0719300	LOC_Os01g52130
Os01g0719600	LOC_Os01g52160
Os01g0719700	LOC_Os01g52170
Os01g0720000	LOC_Os01g52190
Os01g0720100	LOC_Os01g52200
Os01g0720200	LOC_Os01g52214
Os01g0720300	LOC_Os01g52214
Os01g0720400	LOC_Os01g52230
Os01g0720500	LOC_Os01g52240
Os01g0720600	LOC_Os01g52250
Os01g0720700	LOC_Os01g52260
Os01g0721000	LOC_Os01g52290
Os01g0721200	LOC_Os01g52320
Os01g0721900	LOC_Os01g52390
Os01g0722100	LOC_Os01g52400
Os01g0722700	LOC_Os01g52450
Os01g0722800	LOC_Os01g52460
Os01g0723000	LOC_Os01g52470
