name,AverageShortestPathLength,BetweennessCentrality,ClosenessCentrality,ClusteringCoefficient,dataset 1 (728 proteins),dataset 2 (133 proteins),Degree,Eccentricity,IsSingleNode,NeighborhoodConnectivity,NumberOfDirectedEdges,NumberOfUndirectedEdges,PartnerOfMultiEdgedNodePairs,pathways,Radiality,selected,SelfLoops,shared name,status D1,status D2,Stress,TopologicalCoefficient,Unweighted graph predicted proteins (dataset 1),Unweighted graph predicted proteins (dataset 2),Weighted graph predicted proteins (dataset 1),Weighted graph predicted proteins (dataset 2)
LOC_Os09g28150,4.185696871,0,0.238908844,1,0,0,2,9,false,10.5,0,2,0,,0.998790089,false,0,LOC_Os09g28150,MEDIUM CONFIDENCE (Weighted),MEDIUM CONFIDENCE (Weighted),0,0.954545455,0,0,1,1
LOC_Os05g47510,5.105009578,0,0.195886018,0,0,0,1,10,false,4,0,1,0,,0.998440938,false,0,LOC_Os05g47510,N/A,MEDIUM CONFIDENCE (Unweighted),0,0,0,1,0,0
LOC_Os11g40610,4.291112788,0,0.233039785,0,0,0,1,9,false,7,0,1,0,,0.998750052,false,0,LOC_Os11g40610,N/A,N/A,0,0,0,0,0,0
LOC_Os05g17830,3.487664712,0,0.286724809,0,0,0,1,8,false,383,0,1,0,,0.999055198,false,0,LOC_Os05g17830,N/A,N/A,0,0,0,0,0,0
LOC_Os03g44630,4.221919081,0,0.236859111,0,0,0,1,9,false,13,0,1,0,,0.998776332,false,0,LOC_Os03g44630,N/A,N/A,0,0,0,0,0,0
LOC_Os07g31770,3.938526731,2.20E-07,0.253902047,0,0,0,2,8,false,6.5,0,2,0,,0.998883963,false,0,LOC_Os07g31770,HIGH CONFIDENCE,N/A,6882,0.5,1,0,1,0
LOC_Os10g38050,4.142160562,0,0.241419903,0,0,0,1,9,false,35,0,1,0,cutin biosynthesis//suberin monomers biosynthesis,0.998806623,false,0,LOC_Os10g38050,HIGH CONFIDENCE,MEDIUM CONFIDENCE (Weighted),0,0,1,0,1,1
LOC_Os11g07916,3.984384977,0,0.250979764,1,0,0,2,8,false,17.5,0,2,0,,0.998866546,false,0,LOC_Os11g07916,N/A,MEDIUM CONFIDENCE (Unweighted),0,0.546875,0,1,0,0
LOC_Os05g37600,4.538689267,0,0.220327928,0,0,0,1,9,false,3,0,1,0,CDP-diacylglycerol biosynthesis I//phosphatidylglycerol biosynthesis I (plastidic)//diacylglycerol and triacylglycerol biosynthesis//CDP-diacylglycerol biosynthesis II//superpathway of phospholipid biosynthesis II (plants)//phosphatidylglycerol biosynthesis II (non-plastidic),0.998656024,false,0,LOC_Os05g37600,N/A,N/A,0,0,0,0,0,0
LOC_Os12g41900,4.365879143,0,0.229048942,0,0,0,1,9,false,6,0,1,0,,0.998721656,false,0,LOC_Os12g41900,N/A,MEDIUM CONFIDENCE (Unweighted),0,0,0,1,0,0
LOC_Os07g33560,4.299936147,0,0.232561593,0,0,0,1,9,false,20,0,1,0,,0.998746701,false,0,LOC_Os07g33560,MEDIUM CONFIDENCE (Weighted),MEDIUM CONFIDENCE (Weighted),0,0,0,0,1,1
LOC_Os12g35550,4.403552563,0,0.227089375,0,0,0,1,9,false,11,0,1,0,,0.998707348,false,0,LOC_Os12g35550,N/A,N/A,0,0,0,0,0,0
LOC_Os02g04330,4.403552563,0,0.227089375,0,0,0,1,9,false,11,0,1,0,,0.998707348,false,0,LOC_Os02g04330,N/A,N/A,0,0,0,0,0,0
LOC_Os11g19160,5.092238927,2.32E-04,0.196377274,0,0,0,2,10,false,3,0,2,0,"(1,4)-&beta;-D-xylan degradation",0.998445788,false,0,LOC_Os11g19160,N/A,N/A,5377640,0.5,0,0,0,0
LOC_Os03g10469,5.092471121,0,0.19636832,0,0,0,1,10,false,4,0,1,0,"(1,4)-&beta;-D-xylan degradation",0.9984457,false,0,LOC_Os03g10469,N/A,MEDIUM CONFIDENCE (Weighted),0,0,0,0,0,1
LOC_Os07g41050,4.305566843,5.52E-08,0.232257456,0,0,0,2,9,false,5.5,0,2,0,,0.998744563,false,0,LOC_Os07g41050,MEDIUM CONFIDENCE (Weighted),HIGH CONFIDENCE,216,0.5,0,1,1,1
LOC_Os10g18760,4.14663029,3.90E-05,0.241159672,0.678571429,1,0,8,9,false,9.375,0,8,0,,0.998804926,false,0,LOC_Os10g18760,TRAINING (WEIGHTED),N/A,4013876,0.334821429,0,0,1,0
LOC_Os03g13325,3.877808092,0,0.25787764,0,0,0,1,8,false,138,0,1,0,,0.998907023,false,0,LOC_Os03g13325,N/A,N/A,0,0,0,0,0,0
LOC_Os07g07440,4.794914959,8.90E-08,0.208554272,0,0,0,2,9,false,6,0,2,0,traumatin and (<i>Z</i>)-3-hexen-1-yl acetate biosynthesis//methylglyoxal degradation III//superpathway of lipoxygenase//detoxification of reactive carbonyls in chloroplasts,0.998558711,false,0,LOC_Os07g07440,HIGH CONFIDENCE,HIGH CONFIDENCE,418,0.625,1,1,1,1
LOC_Os01g40700,4.099727172,0,0.24391867,0,0,0,1,8,false,23,0,1,0,,0.998822739,false,0,LOC_Os01g40700,N/A,MEDIUM CONFIDENCE (Unweighted),0,0,0,1,0,0
LOC_Os12g06335,4.306901956,2.32E-04,0.232185457,0,0,0,3,9,false,2.666666667,0,3,0,,0.998744055,false,0,LOC_Os12g06335,HIGH CONFIDENCE,N/A,6642150,0.333333333,1,0,1,0
LOC_Os03g02240,4.270795844,0,0.234148397,0,0,1,1,9,false,18,0,1,0,,0.998757768,false,0,LOC_Os03g02240,N/A,TRAINING,0,0,0,1,0,1
LOC_Os03g57070,4.216056191,0,0.23718849,0,0,0,1,9,false,8,0,1,0,,0.998778558,false,0,LOC_Os03g57070,MEDIUM CONFIDENCE (Unweighted),N/A,0,0,1,0,0,0
LOC_Os10g21198,4.635630116,0,0.215720404,0,0,0,1,9,false,9,0,1,0,,0.998619206,false,0,LOC_Os10g21198,N/A,MEDIUM CONFIDENCE (Unweighted),0,0,0,1,0,0
LOC_Os06g21980,3.990596157,0,0.250589125,0,0,0,1,9,false,28,0,1,0,,0.998864187,false,0,LOC_Os06g21980,N/A,MEDIUM CONFIDENCE (Unweighted),0,0,0,1,0,0
LOC_Os10g39980,5.004818018,0,0.199807465,1,0,0,2,9,false,3.5,0,2,0,,0.99847899,false,0,LOC_Os10g39980,MEDIUM CONFIDENCE (Weighted),MEDIUM CONFIDENCE (Weighted),0,0.7,0,0,1,1
LOC_Os03g01700,5.004818018,0,0.199807465,1,0,0,2,9,false,3.5,0,2,0,,0.99847899,false,0,LOC_Os03g01700,MEDIUM CONFIDENCE (Unweighted),MEDIUM CONFIDENCE (Unweighted),0,0.7,1,1,0,0
LOC_Os03g05390,4.602600569,0,0.217268474,1,1,0,2,9,false,7.5,0,2,0,,0.998631751,false,0,LOC_Os03g05390,TRAINING,MEDIUM CONFIDENCE (Weighted),0,0.576923077,1,0,1,1
LOC_Os01g56110,4.050560167,0,0.246879434,0,0,0,1,8,false,18,0,1,0,,0.998841413,false,0,LOC_Os01g56110,N/A,N/A,0,0,0,0,0,0
LOC_Os08g02390,4.254077901,0,0.235068568,0,0,0,1,9,false,7,0,1,0,,0.998764118,false,0,LOC_Os08g02390,N/A,MEDIUM CONFIDENCE (Unweighted),0,0,0,1,0,0
LOC_Os07g06450,4.254077901,0,0.235068568,0,0,0,1,9,false,7,0,1,0,,0.998764118,false,0,LOC_Os07g06450,N/A,N/A,0,0,0,0,0,0
LOC_Os08g44290,3.961281709,0,0.252443546,1,0,0,3,8,false,7,0,3,0,,0.99887532,false,0,LOC_Os08g44290,MEDIUM CONFIDENCE (Unweighted),N/A,0,0.5,1,0,0,0
LOC_Os07g40740,4.435421141,0,0.225457734,1,0,0,4,9,false,5.75,0,4,0,,0.998695245,false,0,LOC_Os07g40740,MEDIUM CONFIDENCE (Weighted),N/A,0,0.575,0,0,1,0
LOC_Os03g11320,4.435421141,0,0.225457734,1,0,0,4,9,false,5.75,0,4,0,,0.998695245,false,0,LOC_Os03g11320,N/A,MEDIUM CONFIDENCE (Weighted),0,0.575,0,0,0,1
LOC_Os04g48050,3.956463691,1.16E-04,0.252750961,0,0,0,2,8,false,4,0,2,0,,0.99887715,false,0,LOC_Os04g48050,N/A,MEDIUM CONFIDENCE (Unweighted),3548324,0.5,0,1,0,0
LOC_Os02g54624,4.956405642,0,0.201759112,0,0,0,1,9,false,2,0,1,0,,0.998497377,false,0,LOC_Os02g54624,N/A,MEDIUM CONFIDENCE (Weighted),0,0,0,0,0,1
LOC_Os05g02810,4.343820747,0,0.230212078,0,0,0,1,9,false,8,0,1,0,,0.998730034,false,0,LOC_Os05g02810,MEDIUM CONFIDENCE (Weighted),N/A,0,0,0,0,1,0
LOC_Os02g15690,5.751552795,0,0.173866091,0,0,0,1,10,false,2,0,1,0,,0.998195384,false,0,LOC_Os02g15690,N/A,N/A,0,0,0,0,0,0
LOC_Os02g53820,4.464851686,2.50E-07,0.223971605,0,0,0,2,9,false,6,0,2,0,,0.998684067,false,0,LOC_Os02g53820,N/A,MEDIUM CONFIDENCE (Weighted),3764,0.5,0,0,0,1
LOC_Os11g18947,4.327102804,6.48E-09,0.231101512,0,0,0,2,9,false,6,0,2,0,,0.998736383,false,0,LOC_Os11g18947,N/A,HIGH CONFIDENCE,68,0.625,0,1,0,1
LOC_Os02g43620,4.411969583,0,0.226656141,0,0,0,1,9,false,16,0,1,0,,0.998704151,false,0,LOC_Os02g43620,N/A,MEDIUM CONFIDENCE (Unweighted),0,0,0,1,0,0
LOC_Os10g36340,3.818076276,0,0.261912002,0,0,0,1,8,false,56,0,1,0,,0.998929709,false,0,LOC_Os10g36340,N/A,N/A,0,0,0,0,0,0
LOC_Os09g32610,3.818076276,0,0.261912002,0,0,0,1,8,false,56,0,1,0,,0.998929709,false,0,LOC_Os09g32610,N/A,N/A,0,0,0,0,0,0
LOC_Os11g15700,4.363615255,0,0.229167775,0,0,0,1,9,false,6,0,1,0,,0.998722516,false,0,LOC_Os11g15700,MEDIUM CONFIDENCE (Weighted),N/A,0,0,0,0,1,0
LOC_Os09g27750,4.251059384,1.16E-04,0.235235481,0,0,0,3,8,false,4,0,3,0,ethylene biosynthesis I (plants),0.998765264,false,0,LOC_Os09g27750,MEDIUM CONFIDENCE (Weighted),MEDIUM CONFIDENCE (Weighted),1806800,0.333333333,0,0,1,1
LOC_Os12g13150,4.367388402,1.16E-04,0.228969789,0,0,0,2,9,false,4,0,2,0,,0.998721083,false,0,LOC_Os12g13150,N/A,N/A,5353964,0.5,0,0,0,0
LOC_Os06g02560,3.917048819,1.93E-10,0.25529424,0,0,0,2,8,false,47,0,2,0,,0.99889212,false,0,LOC_Os06g02560,N/A,N/A,4,0.958333333,0,0,0,0
LOC_Os01g62260,4.307366344,0,0.232160425,0,0,0,1,9,false,5,0,1,0,,0.998743879,false,0,LOC_Os01g62260,N/A,N/A,0,0,0,0,0,0
LOC_Os10g26630,4.691356591,1.67E-08,0.21315796,0,0,0,2,9,false,8.5,0,2,0,,0.998598042,false,0,LOC_Os10g26630,MEDIUM CONFIDENCE (Unweighted),HIGH CONFIDENCE,96,0.625,1,1,0,1
LOC_Os10g40859,3.932199454,3.93E-08,0.254310599,0,0,0,3,8,false,13.33333333,0,3,0,,0.998886366,false,0,LOC_Os10g40859,MEDIUM CONFIDENCE (Unweighted),MEDIUM CONFIDENCE (Weighted),264,0.362745098,1,0,0,1
LOC_Os02g47790,4.33749347,0,0.230547898,0,0,0,1,9,false,3,0,1,0,,0.998732437,false,0,LOC_Os02g47790,N/A,MEDIUM CONFIDENCE (Unweighted),0,0,0,1,0,0
LOC_Os03g01990,4.616474139,0,0.216615532,0,0,0,1,9,false,10,0,1,0,,0.998626482,false,0,LOC_Os03g01990,N/A,N/A,0,0,0,0,0,0
LOC_Os08g41540,4.247054043,0,0.235457329,1,0,0,2,9,false,14.5,0,2,0,,0.998766785,false,0,LOC_Os08g41540,N/A,N/A,0,0.604166667,0,0,0,0
LOC_Os02g46650,4.247054043,0,0.235457329,1,0,0,2,9,false,14.5,0,2,0,,0.998766785,false,0,LOC_Os02g46650,N/A,N/A,0,0.604166667,0,0,0,0
LOC_Os02g46520,4.152783421,0,0.240802348,0,0,0,1,9,false,7,0,1,0,L-arginine biosynthesis I (via L-ornithine)//L-ornithine biosynthesis I,0.998802589,false,0,LOC_Os02g46520,N/A,N/A,0,0,0,0,0,0
LOC_Os04g53830,4.249608173,0,0.235315812,0,0,0,1,9,false,32,0,1,0,,0.998765815,false,0,LOC_Os04g53830,MEDIUM CONFIDENCE (Weighted),N/A,0,0,0,0,1,0
LOC_Os03g17260,4.344575376,1.20E-07,0.230172091,0,0,0,2,9,false,7.5,0,2,0,,0.998729747,false,0,LOC_Os03g17260,N/A,HIGH CONFIDENCE,1624,0.541666667,0,1,0,1
LOC_Os03g48030,4.212457189,0,0.237391137,0,0,0,1,8,false,23,0,1,0,,0.998779925,false,0,LOC_Os03g48030,N/A,N/A,0,0,0,0,0,0
LOC_Os01g15320,4.971149939,0,0.2011607,0,0,0,1,9,false,5,0,1,0,,0.998491777,false,0,LOC_Os01g15320,N/A,MEDIUM CONFIDENCE (Weighted),0,0,0,0,0,1
LOC_Os04g33280,4.220932258,1.10E-06,0.236914487,0,0,0,2,9,false,8.5,0,2,0,"benzoate biosynthesis I (CoA-dependent, &beta;-oxidative)",0.998776706,false,0,LOC_Os04g33280,N/A,MEDIUM CONFIDENCE (Weighted),7178,0.5,0,0,0,1
LOC_Os10g35300,4.317757009,0,0.231601732,0,0,0,1,9,false,31,0,1,0,,0.998739933,false,0,LOC_Os10g35300,N/A,MEDIUM CONFIDENCE (Weighted),0,0,0,0,0,1
LOC_Os08g30020,4.317757009,0,0.231601732,0,0,0,1,9,false,31,0,1,0,,0.998739933,false,0,LOC_Os08g30020,N/A,MEDIUM CONFIDENCE (Weighted),0,0,0,0,0,1
LOC_Os08g01330,5.159633134,1.16E-04,0.193812229,0,0,0,2,10,false,2,0,2,0,,0.998420193,false,0,LOC_Os08g01330,MEDIUM CONFIDENCE (Weighted),MEDIUM CONFIDENCE (Weighted),2319812,0.5,0,0,1,1
LOC_Os02g42970,6.159575086,0,0.162348861,0,0,0,1,11,false,2,0,1,0,,0.99804042,false,0,LOC_Os02g42970,N/A,MEDIUM CONFIDENCE (Weighted),0,0,0,0,0,1
LOC_Os04g44820,4.044871423,0,0.247226647,0,0,0,1,9,false,17,0,1,0,,0.998843573,false,0,LOC_Os04g44820,N/A,N/A,0,0,0,0,0,0
LOC_Os04g02070,3.962907064,0,0.252340008,0,0,0,1,8,false,41,0,1,0,,0.998874703,false,0,LOC_Os04g02070,N/A,N/A,0,0,0,0,0,0
LOC_Os08g13570,3.598711325,2.93E-09,0.277877248,0,0,0,2,8,false,104.5,0,2,0,,0.999013023,false,0,LOC_Os08g13570,N/A,N/A,64,0.56557377,0,0,0,0
LOC_Os05g43880,5.495152958,0,0.181978556,0,0,0,1,10,false,4,0,1,0,gibberellin inactivation I (2&beta;-hydroxylation),0.998292764,false,0,LOC_Os05g43880,MEDIUM CONFIDENCE (Weighted),HIGH CONFIDENCE,0,0,0,1,1,1
LOC_Os06g36520,4.09432867,0,0.244240285,0,0,0,1,9,false,13,0,1,0,triacylglycerol degradation,0.99882479,false,0,LOC_Os06g36520,N/A,N/A,0,0,0,0,0,0
LOC_Os02g34850,4.190805131,0,0.238617633,1,0,0,2,9,false,3,0,2,0,,0.998788148,false,0,LOC_Os02g34850,N/A,N/A,0,0.75,0,0,0,0
LOC_Os11g29030,3.953096883,7.68E-08,0.252966226,0,0,0,3,8,false,11,0,3,0,,0.998878429,false,0,LOC_Os11g29030,MEDIUM CONFIDENCE (Unweighted),N/A,1832,0.344827586,1,0,0,0
LOC_Os02g39230,3.916178093,1.38E-06,0.255351002,0.5,0,0,4,8,false,24.5,0,4,0,,0.99889245,false,0,LOC_Os02g39230,N/A,N/A,12474,0.285294118,0,0,0,0
LOC_Os01g63854,4.730307076,0,0.211402766,0,0,0,1,9,false,4,0,1,0,,0.998583248,false,0,LOC_Os01g63854,N/A,MEDIUM CONFIDENCE (Weighted),0,0,0,0,0,1
LOC_Os01g03490,3.652870494,0,0.27375731,0,0,0,1,8,false,131,0,1,0,,0.998992453,false,0,LOC_Os01g03490,N/A,N/A,0,0,0,0,0,0
LOC_Os05g28210,4.456086376,0,0.224412167,0,0,0,1,9,false,2,0,1,0,,0.998687396,false,0,LOC_Os05g28210,N/A,MEDIUM CONFIDENCE (Unweighted),0,0,0,1,0,0
LOC_Os05g36910,3.930051663,0,0.254449581,0,0,0,1,8,false,23,0,1,0,,0.998887181,false,0,LOC_Os05g36910,N/A,N/A,0,0,0,0,0,0
LOC_Os03g04680,3.961513903,0,0.252428749,0,0,0,1,9,false,21,0,1,0,,0.998875232,false,0,LOC_Os03g04680,N/A,N/A,0,0,0,0,0,0
LOC_Os04g33880,3.956521739,0,0.252747253,1,0,0,2,8,false,8.5,0,2,0,,0.998877128,false,0,LOC_Os04g33880,N/A,MEDIUM CONFIDENCE (Weighted),0,0.944444444,0,0,0,1
LOC_Os07g25690,3.892552389,1.56E-06,0.256900846,0.333333333,0,0,3,8,false,9.333333333,0,3,0,,0.998901423,false,0,LOC_Os07g25690,N/A,N/A,59128,0.529411765,0,0,0,0
LOC_Os11g24320,3.82010797,0,0.261772706,0,0,0,1,8,false,26,0,1,0,,0.998928937,false,0,LOC_Os11g24320,N/A,N/A,0,0,0,0,0,0
LOC_Os07g35990,3.895454809,0,0.256709434,1,0,0,3,8,false,11,0,3,0,,0.998900321,false,0,LOC_Os07g35990,N/A,N/A,0,0.578947368,0,0,0,0
LOC_Os07g36040,3.895454809,0,0.256709434,1,0,0,3,8,false,11,0,3,0,,0.998900321,false,0,LOC_Os07g36040,N/A,HIGH CONFIDENCE,0,0.578947368,0,1,0,1
LOC_Os09g37400,3.951645672,0,0.253059126,0,0,0,1,9,false,16,0,1,0,,0.99887898,false,0,LOC_Os09g37400,N/A,N/A,0,0,0,0,0,0
LOC_Os05g07790,4.218436176,0,0.237054671,0,0,0,1,8,false,21,0,1,0,,0.998777654,false,0,LOC_Os05g07790,N/A,N/A,0,0,0,0,0,0
LOC_Os09g37050,4.092819411,0,0.24433035,0,0,0,1,9,false,19,0,1,0,,0.998825363,false,0,LOC_Os09g37050,N/A,MEDIUM CONFIDENCE (Unweighted),0,0,0,1,0,0
LOC_Os02g27820,4.001219017,0,0.249923835,0,0,0,1,8,false,38,0,1,0,,0.998860152,false,0,LOC_Os02g27820,N/A,N/A,0,0,0,0,0,0
LOC_Os10g26590,4.031752482,0,0.248031099,0,0,0,1,8,false,73,0,1,0,,0.998848556,false,0,LOC_Os10g26590,MEDIUM CONFIDENCE (Weighted),MEDIUM CONFIDENCE (Weighted),0,0,0,0,1,1
LOC_Os08g38890,4.396064318,0,0.227476199,1,0,0,2,9,false,5,0,2,0,,0.998710192,false,0,LOC_Os08g38890,MEDIUM CONFIDENCE (Weighted),HIGH CONFIDENCE,0,0.833333333,0,1,1,1
LOC_Os02g51010,5.151564405,0,0.194115791,0,0,0,1,10,false,7,0,1,0,,0.998423257,false,0,LOC_Os02g51010,MEDIUM CONFIDENCE (Weighted),HIGH CONFIDENCE,0,0,0,1,1,1
LOC_Os06g12500,5.151564405,0,0.194115791,0,0,1,1,10,false,7,0,1,0,,0.998423257,false,0,LOC_Os06g12500,N/A,TRAINING,0,0,0,1,0,1
LOC_Os04g38690,5.151564405,0,0.194115791,0,0,0,1,10,false,7,0,1,0,,0.998423257,false,0,LOC_Os04g38690,MEDIUM CONFIDENCE (Weighted),HIGH CONFIDENCE,0,0,0,1,1,1
LOC_Os09g34120,3.794566669,0,0.263534703,0,0,0,1,9,false,77,0,1,0,,0.998938638,false,0,LOC_Os09g34120,N/A,N/A,0,0,0,0,0,0
LOC_Os06g08090,4.297730307,1.86E-06,0.232680957,0.6,0,0,5,8,false,5.6,0,5,0,,0.998747539,false,0,LOC_Os06g08090,N/A,MEDIUM CONFIDENCE (Unweighted),32298,0.385714286,0,1,0,0
LOC_Os06g10710,3.949265688,0,0.253211629,0,0,0,1,8,false,16,0,1,0,,0.998879884,false,0,LOC_Os06g10710,N/A,N/A,0,0,0,0,0,0
LOC_Os05g41030,3.936146746,0,0.254055569,0,0,0,1,8,false,44,0,1,0,,0.998884866,false,0,LOC_Os05g41030,MEDIUM CONFIDENCE (Weighted),MEDIUM CONFIDENCE (Unweighted),0,0,0,1,1,0
LOC_Os06g49680,4.466302897,0,0.223898832,0,0,0,1,9,false,9,0,1,0,,0.998683516,false,0,LOC_Os06g49680,N/A,HIGH CONFIDENCE,0,0,0,1,0,1
LOC_Os04g55170,4.993672723,0,0.200253412,0,0,0,1,9,false,5,0,1,0,,0.998483223,false,0,LOC_Os04g55170,N/A,MEDIUM CONFIDENCE (Weighted),0,0,0,0,0,1
LOC_Os01g58870,4.407035468,1.65E-08,0.226909905,0,0,0,2,9,false,9,0,2,0,,0.998706025,false,0,LOC_Os01g58870,N/A,HIGH CONFIDENCE,106,0.615384615,0,1,0,1
LOC_Os03g14180,4.01317699,0,0.249179142,0,0,0,1,8,false,22,0,1,0,,0.998855611,false,0,LOC_Os03g14180,N/A,N/A,0,0,0,0,0,0
LOC_Os06g10920,5.971033842,0,0.167475185,0,0,0,1,10,false,2,0,1,0,xyloglucan biosynthesis,0.998112027,false,0,LOC_Os06g10920,MEDIUM CONFIDENCE (Weighted),N/A,0,0,0,0,1,0
LOC_Os08g24750,4.650722703,0,0.215020345,1,0,0,2,9,false,12,0,2,0,xyloglucan biosynthesis,0.998613474,false,0,LOC_Os08g24750,MEDIUM CONFIDENCE (Unweighted),HIGH CONFIDENCE,0,0.8,1,1,0,1
LOC_Os04g37640,4.346026586,2.89E-08,0.230095233,0.761904762,0,0,7,9,false,11.14285714,0,7,0,xyloglucan biosynthesis,0.998729196,false,0,LOC_Os04g37640,N/A,MEDIUM CONFIDENCE (Unweighted),688,0.506493506,0,1,0,0
LOC_Os06g10980,4.971091891,1.16E-04,0.201163049,0,0,0,2,9,false,3.5,0,2,0,xyloglucan biosynthesis,0.9984918,false,0,LOC_Os06g10980,N/A,N/A,2208434,0.5,0,0,0,0
LOC_Os06g10910,4.325071109,4.67E-06,0.231210071,0.581818182,0,0,11,9,false,9.727272727,0,11,0,xyloglucan biosynthesis,0.998737155,false,0,LOC_Os06g10910,MEDIUM CONFIDENCE (Weighted),N/A,103416,0.374125874,0,0,1,0
LOC_Os02g24720,4.390665815,0,0.22775589,0,0,0,1,9,false,3,0,1,0,,0.998712242,false,0,LOC_Os02g24720,N/A,N/A,0,0,0,0,0,0
LOC_Os12g16890,4.551982353,0,0.219684507,0,0,0,1,9,false,9,0,1,0,,0.998650975,false,0,LOC_Os12g16890,N/A,N/A,0,0,0,0,0,0
LOC_Os08g04390,4.201950427,6.56E-07,0.237984721,0,0,0,4,8,false,10.5,0,4,0,,0.998783916,false,0,LOC_Os08g04390,N/A,MEDIUM CONFIDENCE (Unweighted),3650,0.5,0,1,0,0
LOC_Os05g06670,4.579787543,1.16E-04,0.21835074,0,0,0,2,9,false,4.5,0,2,0,gibberellin inactivation I (2&beta;-hydroxylation),0.998640415,false,0,LOC_Os05g06670,N/A,MEDIUM CONFIDENCE (Unweighted),7810460,0.5,0,1,0,0
LOC_Os09g31980,3.882219771,0,0.257584593,0,0,0,1,8,false,49,0,1,0,"phosphatidate metabolism, as a signaling molecule",0.998905348,false,0,LOC_Os09g31980,N/A,N/A,0,0,0,0,0,0
LOC_Os08g40260,4.637719858,0,0.215623201,0,0,0,1,9,false,7,0,1,0,,0.998618413,false,0,LOC_Os08g40260,N/A,MEDIUM CONFIDENCE (Unweighted),0,0,0,1,0,0
LOC_Os04g36680,4.943402798,0,0.202289807,0,0,0,1,10,false,6,0,1,0,,0.998502316,false,0,LOC_Os04g36680,N/A,N/A,0,0,0,0,0,0
LOC_Os02g20140,4.943402798,0,0.202289807,0,0,0,1,10,false,6,0,1,0,,0.998502316,false,0,LOC_Os02g20140,N/A,N/A,0,0,0,0,0,0
LOC_Os11g45840,3.55720671,1.75E-05,0.281119452,0,0,0,4,8,false,80,0,4,0,,0.999028786,false,0,LOC_Os11g45840,N/A,MEDIUM CONFIDENCE (Weighted),344696,0.279151943,0,0,0,1
LOC_Os08g01260,4.335345678,0,0.230662114,0,0,0,1,9,false,3,0,1,0,,0.998733253,false,0,LOC_Os08g01260,N/A,N/A,0,0,0,0,0,0
LOC_Os03g10910,4.770476577,0,0.209622662,0,0,0,1,9,false,10,0,1,0,,0.998567992,false,0,LOC_Os03g10910,N/A,HIGH CONFIDENCE,0,0,0,1,0,1
LOC_Os12g07860,4.278226041,0,0.23374174,0,0,0,1,9,false,8,0,1,0,,0.998754946,false,0,LOC_Os12g07860,N/A,N/A,0,0,0,0,0,0
LOC_Os06g19370,4.963255355,0,0.201480667,0,0,0,1,10,false,3,0,1,0,,0.998494776,false,0,LOC_Os06g19370,N/A,N/A,0,0,0,0,0,0
LOC_Os12g32660,4.375457131,0,0.228547548,0,0,0,1,9,false,62,0,1,0,,0.998718019,false,0,LOC_Os12g32660,N/A,HIGH CONFIDENCE,0,0,0,1,0,1
LOC_Os07g33730,4.267487084,1.13E-07,0.234329942,0,0,0,2,9,false,36,0,2,0,,0.998759025,false,0,LOC_Os07g33730,N/A,MEDIUM CONFIDENCE (Weighted),1224,0.5,0,0,0,1
LOC_Os08g01370,4.082718988,0,0.24493481,0,0,0,1,9,false,25,0,1,0,,0.998829199,false,0,LOC_Os08g01370,N/A,MEDIUM CONFIDENCE (Weighted),0,0,0,0,0,1
LOC_Os04g52110,4.082718988,0,0.24493481,0,0,0,1,9,false,25,0,1,0,,0.998829199,false,0,LOC_Os04g52110,N/A,N/A,0,0,0,0,0,0
LOC_Os04g46010,4.082718988,0,0.24493481,0,0,0,1,9,false,25,0,1,0,,0.998829199,false,0,LOC_Os04g46010,N/A,MEDIUM CONFIDENCE (Unweighted),0,0,0,1,0,0
LOC_Os03g20680,4.082602891,1.16E-04,0.244941775,0,0,0,2,9,false,13,0,2,0,,0.998829243,false,0,LOC_Os03g20680,MEDIUM CONFIDENCE (Unweighted),HIGH CONFIDENCE,2078248,0.5,1,1,0,1
LOC_Os02g16330,4.677018634,0,0.213811421,0,0,0,1,9,false,4,0,1,0,,0.998603487,false,0,LOC_Os02g16330,MEDIUM CONFIDENCE (Weighted),HIGH CONFIDENCE,0,0,0,1,1,1
LOC_Os02g25900,4.604109828,0,0.217197251,0,0,0,1,9,false,4,0,1,0,,0.998631177,false,0,LOC_Os02g25900,MEDIUM CONFIDENCE (Weighted),N/A,0,0,0,0,1,0
LOC_Os10g31930,4.119347536,0,0.242756891,0,0,0,1,9,false,18,0,1,0,,0.998815288,false,0,LOC_Os10g31930,N/A,N/A,0,0,0,0,0,0
LOC_Os05g38680,5.418703198,1.89E-09,0.184546,0,0,0,2,10,false,20,0,2,0,,0.998321799,false,0,LOC_Os05g38680,N/A,N/A,172,0.95,0,0,0,0
LOC_Os06g08740,4.50200267,5.09E-05,0.222123369,0,0,0,19,9,false,2.947368421,0,19,0,,0.998669957,false,0,LOC_Os06g08740,N/A,N/A,26775450,0.973684211,0,0,0,0
LOC_Os02g15150,5.972136762,0,0.167444257,1,0,0,6,10,false,8.833333333,0,6,0,,0.998111608,false,0,LOC_Os02g15150,N/A,N/A,0,0.883333333,0,0,0,0
LOC_Os10g26060,5.972078714,1.12E-09,0.167445884,0.952380952,0,0,7,10,false,8.571428571,0,7,0,,0.99811163,false,0,LOC_Os10g26060,N/A,N/A,2,0.857142857,0,0,0,0
